2026-05-11T15:53:13.606+0700	INFO	livekit	server/main.go:210	starting in development mode
2026-05-11T16:27:34.545+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "response": {"join": {"room": {"sid": "RM_pnPveR4pcxYb", "name": "kiosk-room", "emptyTimeout": 300, "departureTimeout": 20, "creationTime": 1778491653, "creationTimeMs": 1778491653179, "turnPassword": "e6kVAq0D3TnMoMIT35pVyXmHlgJzrB8i2IJvWrn02Ya", "enabledCodecs": [{"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}, {"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "video/rtx"}]}, "participant": {"sid": "PA_LYHKm8Kof2Ew", "identity": "agent-AJ_bVjdfSCNgbnp", "state": "JOINING", "joinedAt": 1778491654, "joinedAtMs": 1778491654544, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true, "canUpdateMetadata": true, "agent": true}, "kind": "AGENT", "attributes": "<redacted (38 bytes)>", "disconnectReason": "UNKNOWN_REASON"}, "otherParticipants": [{"sid": "PA_booSVuYA7Ekv", "identity": "test-user", "state": "ACTIVE", "joinedAt": 1778491653, "joinedAtMs": 1778491653185, "version": 2, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true}, "kind": "STANDARD", "disconnectReason": "UNKNOWN_REASON"}], "serverVersion": "1.11.0", "iceServers": [{"urls": ["stun:global.stun.twilio.com:3478", "stun:stun.l.google.com:19302", "stun:stun1.l.google.com:19302"]}], "subscriberPrimary": true, "pingTimeout": 15, "pingInterval": 5, "serverInfo": {"edition": "Standard", "version": "1.11.0", "protocol": 17, "nodeID": "ND_VANKS5F48CZ4", "agentProtocol": 1}, "sifTrailer": "MHhQSkFqc2Jhd2FkUlROM0pzVjdBakNPZFBIRk5uM2l2WTVaRXBtOGhJQg", "enabledPublishCodecs": [{"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}], "fastPublish": true}}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	rtc/participant.go:2139	updating participant state	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "state": "JOINED"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	service/rtcservice.go:460	sending initial response	{"connID": "CO_MdqakN2vYyZV", "response": {"join": {"room": {"sid": "RM_pnPveR4pcxYb", "name": "kiosk-room", "emptyTimeout": 300, "departureTimeout": 20, "creationTime": 1778491653, "creationTimeMs": 1778491653179, "turnPassword": "e6kVAq0D3TnMoMIT35pVyXmHlgJzrB8i2IJvWrn02Ya", "enabledCodecs": [{"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}, {"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "video/rtx"}]}, "participant": {"sid": "PA_LYHKm8Kof2Ew", "identity": "agent-AJ_bVjdfSCNgbnp", "state": "JOINING", "joinedAt": 1778491654, "joinedAtMs": 1778491654544, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true, "canUpdateMetadata": true, "agent": true}, "kind": "AGENT", "attributes": "<redacted (38 bytes)>", "disconnectReason": "UNKNOWN_REASON"}, "otherParticipants": [{"sid": "PA_booSVuYA7Ekv", "identity": "test-user", "state": "ACTIVE", "joinedAt": 1778491653, "joinedAtMs": 1778491653185, "version": 2, "permission": {"canSubscribe": true, "canPublish": true, "canPublishData": true}, "kind": "STANDARD", "disconnectReason": "UNKNOWN_REASON"}], "serverVersion": "1.11.0", "iceServers": [{"urls": ["stun:global.stun.twilio.com:3478", "stun:stun.l.google.com:19302", "stun:stun1.l.google.com:19302"]}], "subscriberPrimary": true, "pingTimeout": 15, "pingInterval": 5, "serverInfo": {"edition": "Standard", "version": "1.11.0", "protocol": 17, "nodeID": "ND_VANKS5F48CZ4", "agentProtocol": 1}, "sifTrailer": "MHhQSkFqc2Jhd2FkUlROM0pzVjdBakNPZFBIRk5uM2l2WTVaRXBtOGhJQg", "enabledPublishCodecs": [{"mime": "video/VP8"}, {"mime": "video/H264"}, {"mime": "video/VP9"}, {"mime": "video/AV1"}, {"mime": "video/H265"}, {"mime": "audio/PCMU"}, {"mime": "audio/PCMA"}, {"mime": "audio/opus"}, {"mime": "audio/red"}], "fastPublish": true}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	rtc/participant.go:1583	SetMigrateState	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "state": "MIGRATE_STATE_COMPLETE"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	service/rtcservice.go:469	new client WS connected	{"connID": "CO_MdqakN2vYyZV", "reconnect": false, "reconnectReason": "RR_UNKNOWN", "adaptiveStream": false, "selectedNodeID": "ND_VANKS5F48CZ4", "nodeSelectionReason": "", "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit.transport	rtc/transport.go:804	ice gathering state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "state": "gathering"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit.sub	rtc/participant.go:2169	sending offer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "offer": {"type":"offer","sdp":"v=0\r\no=- 2431504728682231637 1778491654 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 91:F1:31:8A:89:E7:FC:B6:59:DE:97:48:9B:21:A4:6B:D3:85:10:30:DE:32:16:4E:1A:D5:03:93:FB:DB:8F:2B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IaYjdZqBGuNktatZ\r\na=ice-pwd:pkLcTzjioAXYjumfMMsBebakBOjdIhPQ\r\n"}, "offerId": 115, "midToTrackID": {}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "response": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 2431504728682231637 1778491654 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 91:F1:31:8A:89:E7:FC:B6:59:DE:97:48:9B:21:A4:6B:D3:85:10:30:DE:32:16:4E:1A:D5:03:93:FB:DB:8F:2B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IaYjdZqBGuNktatZ\r\na=ice-pwd:pkLcTzjioAXYjumfMMsBebakBOjdIhPQ\r\n", "id": 115}}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "response": {"refreshToken": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdHRyaWJ1dGVzIjp7ImxrLmFnZW50Lm5hbWUiOiIiLCJsay5hZ2VudF9uYW1lIjoiIn0sImV4cCI6MTc3ODQ5MjI1NCwiaWRlbnRpdHkiOiJhZ2VudC1BSl9iVmpkZlNDTmdibnAiLCJpc3MiOiJkZXZrZXkiLCJraW5kIjoiYWdlbnQiLCJuYmYiOjE3Nzg0OTE2NTQsInN1YiI6ImFnZW50LUFKX2JWamRmU0NOZ2JucCIsInZpZGVvIjp7ImFnZW50Ijp0cnVlLCJjYW5QdWJsaXNoIjp0cnVlLCJjYW5QdWJsaXNoRGF0YSI6dHJ1ZSwiY2FuU3Vic2NyaWJlIjp0cnVlLCJjYW5TdWJzY3JpYmVNZXRyaWNzIjpmYWxzZSwiY2FuVXBkYXRlT3duTWV0YWRhdGEiOnRydWUsInJvb20iOiJraW9zay1yb29tIiwicm9vbUpvaW4iOnRydWV9fQ.krDenk88Tg7y95gmYwL6PIxdufaZZ9rqE3MFgBZzChQ"}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	service/rtcservice.go:513	sending offer	{"connID": "CO_MdqakN2vYyZV", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 2431504728682231637 1778491654 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 91:F1:31:8A:89:E7:FC:B6:59:DE:97:48:9B:21:A4:6B:D3:85:10:30:DE:32:16:4E:1A:D5:03:93:FB:DB:8F:2B\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:actpass\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:IaYjdZqBGuNktatZ\r\na=ice-pwd:pkLcTzjioAXYjumfMMsBebakBOjdIhPQ\r\n","id":115}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IaYjdZqBGuNktatZ\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IaYjdZqBGuNktatZ\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-05-11T16:27:34.545+0700	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_MdqakN2vYyZV", "response": {"RefreshToken":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdHRyaWJ1dGVzIjp7ImxrLmFnZW50Lm5hbWUiOiIiLCJsay5hZ2VudF9uYW1lIjoiIn0sImV4cCI6MTc3ODQ5MjI1NCwiaWRlbnRpdHkiOiJhZ2VudC1BSl9iVmpkZlNDTmdibnAiLCJpc3MiOiJkZXZrZXkiLCJraW5kIjoiYWdlbnQiLCJuYmYiOjE3Nzg0OTE2NTQsInN1YiI6ImFnZW50LUFKX2JWamRmU0NOZ2JucCIsInZpZGVvIjp7ImFnZW50Ijp0cnVlLCJjYW5QdWJsaXNoIjp0cnVlLCJjYW5QdWJsaXNoRGF0YSI6dHJ1ZSwiY2FuU3Vic2NyaWJlIjp0cnVlLCJjYW5TdWJzY3JpYmVNZXRyaWNzIjpmYWxzZSwiY2FuVXBkYXRlT3duTWV0YWRhdGEiOnRydWUsInJvb20iOiJraW9zay1yb29tIiwicm9vbUpvaW4iOnRydWV9fQ.krDenk88Tg7y95gmYwL6PIxdufaZZ9rqE3MFgBZzChQ"}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.546+0700	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_MdqakN2vYyZV", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2134843214 1 udp 2130706431 192.168.100.231 7882 typ host ufrag IaYjdZqBGuNktatZ\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	service/rtcservice.go:611	received answer	{"connID": "CO_MdqakN2vYyZV", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 5745977400405846135 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:AuNv\r\na=ice-pwd:+2KcCr/ntENA0j9lrAq6IS4U\r\na=ice-options:trickle\r\na=fingerprint:sha-256 D0:37:BC:AE:5F:D8:3F:B9:CF:70:07:3E:E0:83:AF:FE:44:27:4A:DF:52:B3:0E:1A:71:CF:FE:FA:AB:3B:D0:BD\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "request": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 5745977400405846135 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:AuNv\r\na=ice-pwd:+2KcCr/ntENA0j9lrAq6IS4U\r\na=ice-options:trickle\r\na=fingerprint:sha-256 D0:37:BC:AE:5F:D8:3F:B9:CF:70:07:3E:E0:83:AF:FE:44:27:4A:DF:52:B3:0E:1A:71:CF:FE:FA:AB:3B:D0:BD\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.sub	rtc/participant.go:1227	received answer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "answer": {"type":"answer","sdp":"v=0\r\no=- 5745977400405846135 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:AuNv\r\na=ice-pwd:+2KcCr/ntENA0j9lrAq6IS4U\r\na=ice-options:trickle\r\na=fingerprint:sha-256 D0:37:BC:AE:5F:D8:3F:B9:CF:70:07:3E:E0:83:AF:FE:44:27:4A:DF:52:B3:0E:1A:71:CF:FE:FA:AB:3B:D0:BD\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}, "answerId": 0}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:2878	processing answer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "answerId": 0}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	service/rtcservice.go:609	received offer	{"connID": "CO_MdqakN2vYyZV", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 5409415112571089558 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:MeX0\r\na=ice-pwd:rUtKMUJIDE0xJp/se3/bK/PN\r\na=ice-options:trickle\r\na=fingerprint:sha-256 66:CC:8C:16:8C:BC:40:6B:54:1D:E8:2E:D4:42:2E:17:55:ED:FA:C0:B6:84:70:75:F1:41:EC:A6:0A:69:E4:F4\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_MdqakN2vYyZV", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2822586884 1 udp 2122260223 192.168.100.231 51602 typ host generation 0 ufrag AuNv network-id 1 network-cost 50\"}","target":1}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_MdqakN2vYyZV", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2028220813 1 udp 2122260223 192.168.100.231 55816 typ host generation 0 ufrag MeX0 network-id 1 network-cost 50\"}"}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "state": "checking"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "state": "connecting"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "request": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 5409415112571089558 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:MeX0\r\na=ice-pwd:rUtKMUJIDE0xJp/se3/bK/PN\r\na=ice-options:trickle\r\na=fingerprint:sha-256 66:CC:8C:16:8C:BC:40:6B:54:1D:E8:2E:D4:42:2E:17:55:ED:FA:C0:B6:84:70:75:F1:41:EC:A6:0A:69:E4:F4\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.pub	rtc/participant.go:1142	received offer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "offer": {"type":"offer","sdp":"v=0\r\no=- 5409415112571089558 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:MeX0\r\na=ice-pwd:rUtKMUJIDE0xJp/se3/bK/PN\r\na=ice-options:trickle\r\na=fingerprint:sha-256 66:CC:8C:16:8C:BC:40:6B:54:1D:E8:2E:D4:42:2E:17:55:ED:FA:C0:B6:84:70:75:F1:41:EC:A6:0A:69:E4:F4\r\na=setup:actpass\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:262144\r\n"}, "offerId": 0}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_MdqakN2vYyZV", "request": {"PingReq":{"timestamp":1778491654548}}, "room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "joinDuration": "1.167292ms"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2822586884 1 udp 2122260223 192.168.100.231 51602 typ host generation 0 ufrag AuNv network-id 1 network-cost 50\"}", "target": "SUBSCRIBER"}}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2028220813 1 udp 2122260223 192.168.100.231 55816 typ host generation 0 ufrag MeX0 network-id 1 network-cost 50\"}", "target": "PUBLISHER"}}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:2802	processing offer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "offerId": 0}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:2420	added ICE candidate	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "SUBSCRIBER", "candidate": {"candidate":"candidate:2822586884 1 udp 2122260223 192.168.100.231 51602 typ host generation 0 ufrag AuNv network-id 1 network-cost 50","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":null}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "request": {"pingReq": {"timestamp": 1778491654548}}}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:835	ice connection state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "state": "checking"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:846	peer connection state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "state": "connecting"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.transport	rtc/transport.go:804	ice gathering state change	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "state": "gathering"}
2026-05-11T16:27:34.548+0700	DEBUG	livekit.pub	rtc/participant.go:1192	sending answer	{"room": "kiosk-room", "roomID": "RM_pnPveR4pcxYb", "participant": "agent-AJ_bVjdfSCNgbnp", "participantID": "PA_LYHKm8Kof2Ew", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 2386161892097152302 1778491654 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 CB:F0:4F:65:30:AB:CA:4E:E4:10:70:23:A8:A4:EF:EB:71:60:E7:1B:C4:1B:64:CC:F9:AB:CC:84:14:4B:83:22\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:QabaIjHGXHnVWCLf\r\na=ice-pwd:wssmeOMXgZPcRHmgZcmsxSAaqAHROraI\r\n"}, "answerId": 0, "midToTrackID": {}}
